City,Location,DT,Clouds,Feels Like,Humidity,Pressure,Temp,Temp Max,Temp Min,Weather Main,Wind Degree,Wind Speed,Is Rain,Atmospheric Pressure Ratio,Wind Impact
DaNang,ThanhKhe,1667260800,40,25.14,61,1012,24.99,24.99,24.99,Clouds,330,4.63,0,0.998766345916605,0.060145464292830096
QuangNam,TP_TamKy,1667268000,88,25.54,67,1013,25.21,25.21,25.21,Clouds,299,4.48,0,0.999753269183321,0.07167425425721803
QuangNam,TP_HoiAn,1667268000,88,30.63,70,1013,27.98,27.98,27.98,Clouds,312,6.13,0,0.999753269183321,1.0869692134996458
DaNang,HaiChau,1667268000,40,28.81,54,1013,27.99,27.99,27.99,Clouds,340,6.69,0,0.999753269183321,0.5154965779107339
DaNang,HaiChau,1667271600,40,27.86,57,1013,26.99,26.99,26.99,Clouds,340,5.14,0,0.999753269183321,0.420211746163043
DaNang,CamLe,1667286000,40,29.11,57,1010,27.99,27.99,27.99,Clouds,340,5.66,0,0.9967924993831729,0.5956899461686036
DaNang,CamLe,1667289600,40,27.86,57,1010,26.99,26.99,26.99,Clouds,340,6.17,0,0.9967924993831729,0.5044176019116684
DaNang,ThanhKhe,1667293200,40,25.99,61,1010,25.99,25.99,25.99,Clouds,340,5.66,0,0.9967924993831729,0.0
DaNang,HoaVang,1667300400,40,25.09,61,1010,24.95,24.95,24.95,Clouds,300,2.06,0,0.9967924993831729,0.014420000000000063
DaNang,CamLe,1667300400,40,25.14,61,1010,24.99,24.99,24.99,Clouds,300,2.06,0,0.9967924993831729,0.015450000000000224
QuangNam,TP_TamKy,1667304000,92,22.29,79,1011,21.97,21.97,21.97,Clouds,323,4.04,0,0.997779422649889,0.10324759873891412
DaNang,NguHanhSon,1667307600,40,25.24,65,1011,24.99,24.99,24.99,Clouds,310,1.54,0,0.997779422649889,0.02474732297293176
QuangNam,TP_TamKy,1667325600,86,20.18,85,1012,19.91,19.91,19.91,Clouds,260,3.08,0,0.998766345916605,0.014440582454781904
QuangNam,TP_HoiAn,1667325600,94,23.45,81,1011,22.98,22.98,22.98,Clouds,282,4.5,0,0.997779422649889,0.04397332260795583
DaNang,SonTra,1667329200,0,23.02,64,1011,22.99,22.99,22.99,Clear,290,1.54,0,0.997779422649889,0.001580133062164647
DaNang,HoaVang,1667329200,0,22.97,64,1011,22.95,22.95,22.95,Clear,290,1.54,0,0.997779422649889,0.0010534220414430355
QuangNam,TX_DienBan,1667340000,20,21.05,73,1011,20.99,20.99,20.99,Clouds,220,1.03,0,0.997779422649889,0.004734154658475463
DaNang,LienChieu,1667343600,20,20.01,77,1012,19.95,19.95,19.95,Clouds,190,1.54,0,0.998766345916605,0.009099623637833147
QuangNam,TX_DienBan,1667347200,20,20.21,83,1012,19.99,19.99,19.99,Clouds,200,1.54,0,0.998766345916605,0.03183678599222693
DaNang,CamLe,1667347200,20,20.21,83,1012,19.99,19.99,19.99,Clouds,200,1.54,0,0.998766345916605,0.03183678599222693
DaNang,ThanhKhe,1667350800,20,25.14,61,1013,24.99,24.99,24.99,Clouds,220,1.54,0,0.999753269183321,0.017695626636048643
QuangNam,TP_TamKy,1667354400,100,23.75,69,1014,23.54,23.54,23.54,Clouds,267,2.8,0,1.000740192450037,0.003077354227085137
DaNang,HaiChau,1667361600,0,28.78,42,1013,28.99,28.99,28.99,Clear,360,4.12,0,0.999753269183321,-0.08651999999999889
DaNang,HoaVang,1667361600,0,28.74,42,1013,28.95,28.95,28.95,Clear,360,4.12,0,0.999753269183321,-0.08652000000000035
DaNang,HoaVang,1667365200,20,28.74,42,1011,28.95,28.95,28.95,Clouds,360,4.63,0,0.997779422649889,-0.0972300000000004
DaNang,NguHanhSon,1667372400,20,29.08,45,1009,28.99,28.99,28.99,Clouds,350,6.69,0,0.9958055761164569,0.05929527480886495
DaNang,NguHanhSon,1667383200,20,25.99,53,1009,25.99,25.99,25.99,Clouds,350,6.17,0,0.9958055761164569,0.0
DaNang,CamLe,1667386800,20,25.99,50,1009,25.99,25.99,25.99,Clouds,330,2.57,0,0.9958055761164569,0.0
DaNang,SonTra,1667390400,20,24.93,53,1010,24.99,24.99,24.99,Clouds,320,3.09,0,0.9967924993831729,-0.014202463975425544
DaNang,LienChieu,1667390400,20,24.88,53,1010,24.95,24.95,24.95,Clouds,320,3.09,0,0.9967924993831729,-0.01656954130466356
QuangNam,TP_HoiAn,1667397600,100,23.27,74,1012,22.98,22.98,22.98,Clouds,292,3.88,0,0.998766345916605,0.04215073389115829
QuangNam,TX_DienBan,1667401200,20,22.02,68,1012,21.99,21.99,21.99,Clouds,0,0.0,0,0.998766345916605,0.0
DaNang,NguHanhSon,1667401200,20,22.02,68,1012,21.99,21.99,21.99,Clouds,0,0.0,0,0.998766345916605,0.0
DaNang,SonTra,1667401200,20,22.02,68,1012,21.99,21.99,21.99,Clouds,0,0.0,0,0.998766345916605,0.0
QuangNam,TP_HoiAn,1667401200,100,22.22,76,1012,21.98,21.98,21.98,Clouds,276,3.36,0,0.998766345916605,0.008429175277903482
QuangNam,TP_TamKy,1667408400,100,20.01,81,1012,19.85,19.85,19.85,Clouds,253,2.02,0,0.998766345916605,0.009449453496638872
DaNang,ThanhKhe,1667412000,20,19.24,88,1011,18.99,18.99,18.99,Clouds,220,0.51,0,0.997779422649889,0.00976706664976697
DaNang,NguHanhSon,1667412000,20,19.24,88,1011,18.99,18.99,18.99,Clouds,220,0.51,0,0.997779422649889,0.00976706664976697
DaNang,HoaVang,1667412000,20,19.2,88,1011,18.95,18.95,18.95,Clouds,220,0.51,0,0.997779422649889,0.00976706664976697
DaNang,NguHanhSon,1667419200,20,19.09,82,1011,18.99,18.99,18.99,Clouds,0,0.0,0,0.997779422649889,0.0
DaNang,SonTra,1667422800,20,18.14,88,1011,17.99,17.99,17.99,Clouds,200,0.51,0,0.997779422649889,0.0071886485490123015
DaNang,CamLe,1667426400,20,17.99,82,1011,17.99,17.99,17.99,Clouds,200,0.51,0,0.997779422649889,0.0
QuangNam,TP_HoiAn,1667444400,96,30.24,67,1014,27.98,27.98,27.98,Clouds,307,0.88,0,1.000740192450037,0.1196889718044792
QuangNam,TP_TamKy,1667458800,15,25.9,64,1011,25.61,25.61,25.61,Clouds,11,4.04,0,0.997779422649889,0.11500744081272798
DaNang,CamLe,1667458800,20,28.81,54,1011,27.99,27.99,27.99,Clouds,10,6.17,0,0.997779422649889,0.4982536345589967
DaNang,HoaVang,1667462400,20,27.81,57,1011,26.95,26.95,26.95,Clouds,10,7.2,0,0.997779422649889,0.6097929606651589
DaNang,LienChieu,1667469600,20,25.95,65,1011,25.95,25.95,25.95,Clouds,360,7.72,0,0.997779422649889,0.0
DaNang,HaiChau,1667476800,20,25.35,69,1013,24.99,24.99,24.99,Clouds,360,3.6,0,0.999753269183321,0.12960000000000108
DaNang,NguHanhSon,1667476800,20,25.35,69,1013,24.99,24.99,24.99,Clouds,360,3.6,0,0.999753269183321,0.12960000000000108
DaNang,CamLe,1667484000,40,25.14,61,1015,24.99,24.99,24.99,Clouds,340,2.06,0,1.001727115716753,0.029036501982284985
DaNang,CamLe,1667487600,40,23.25,73,1015,22.99,22.99,22.99,Clouds,320,0.51,0,1.001727115716753,0.010157749315757707
DaNang,ThanhKhe,1667487600,40,23.25,73,1015,22.99,22.99,22.99,Clouds,320,0.51,0,1.001727115716753,0.010157749315757707
DaNang,CamLe,1667494800,20,22.28,78,1014,21.99,21.99,21.99,Clouds,320,1.03,0,1.000740192450037,0.022881747515964078
DaNang,ThanhKhe,1667502000,20,21.31,83,1014,20.99,20.99,20.99,Clouds,220,1.03,0,1.000740192450037,0.02524882484520154
QuangNam,TX_DienBan,1667509200,20,20.34,88,1014,19.99,19.99,19.99,Clouds,210,1.03,0,1.000740192450037,0.03122021580642914
QuangNam,TX_DienBan,1667512800,20,19.24,88,1014,18.99,18.99,18.99,Clouds,230,0.51,0,1.000740192450037,0.008195542023503378
QuangNam,TP_HoiAn,1667520000,2,21.27,82,1016,20.98,20.98,20.98,Clear,261,2.56,0,1.002714038983469,0.011613694684586718
DaNang,HaiChau,1667520000,0,21.31,83,1015,20.99,20.99,20.99,Clear,190,1.03,0,1.001727115716753,0.0324592635392824
DaNang,HaiChau,1667523600,0,23.25,73,1016,22.99,22.99,22.99,Clear,0,0.51,0,1.002714038983469,0.01326000000000008
QuangNam,TX_DienBan,1667530800,0,29.77,51,1016,28.99,28.99,28.99,Clear,200,1.54,0,1.002714038983469,0.1128758776088035
QuangNam,TP_TamKy,1667538000,0,26.56,66,1014,26.56,26.56,26.56,Clear,7,3.92,0,1.000740192450037,0.0
QuangNam,TX_DienBan,1667541600,20,30.72,58,1014,28.99,28.99,28.99,Clouds,20,5.66,0,1.000740192450037,0.9201282204211461
DaNang,ThanhKhe,1667541600,20,30.72,58,1014,28.99,28.99,28.99,Clouds,20,5.66,0,1.000740192450037,0.9201282204211461
QuangNam,TX_DienBan,1667545200,20,31.17,61,1013,28.99,28.99,28.99,Clouds,10,7.2,0,0.999753269183321,1.545754249127964
DaNang,HoaVang,1667548800,20,30.44,69,1012,27.95,27.95,27.95,Clouds,10,8.23,0,0.998766345916605,2.0181369840153294
DaNang,HaiChau,1667548800,20,30.52,69,1012,27.99,27.99,27.99,Clouds,10,8.23,0,0.998766345916605,2.0505568552444906
DaNang,SonTra,1667552400,20,30.01,65,1012,27.99,27.99,27.99,Clouds,20,7.2,0,0.998766345916605,1.3666889476710273
QuangNam,TP_TamKy,1667559600,70,24.53,83,1014,23.92,23.92,23.92,Clouds,356,2.41,0,1.000740192450037,0.14665189102869663
DaNang,NguHanhSon,1667574000,20,25.45,73,1017,24.99,24.99,24.99,Clouds,320,1.54,0,1.0037009622501851,0.054266588350548484
DaNang,NguHanhSon,1667577600,20,25.45,73,1017,24.99,24.99,24.99,Clouds,300,1.54,0,1.0037009622501851,0.035420000000000076
DaNang,CamLe,1667577600,20,25.45,73,1017,24.99,24.99,24.99,Clouds,300,1.54,0,1.0037009622501851,0.035420000000000076
DaNang,LienChieu,1667577600,20,25.41,73,1017,24.95,24.95,24.95,Clouds,300,1.54,0,1.0037009622501851,0.035420000000000076
DaNang,LienChieu,1667588400,20,23.47,83,1015,22.95,22.95,22.95,Clouds,0,0.0,0,1.001727115716753,0.0
DaNang,HoaVang,1667588400,20,23.47,83,1015,22.95,22.95,22.95,Clouds,0,0.0,0,1.001727115716753,0.0
DaNang,CamLe,1667588400,20,23.51,83,1015,22.99,22.99,22.99,Clouds,0,0.0,0,1.001727115716753,0.0
DaNang,CamLe,1667592000,20,23.51,83,1015,22.99,22.99,22.99,Clouds,330,1.03,0,1.001727115716753,0.0463843206266948
DaNang,CamLe,1667613600,0,28.44,65,1017,26.99,26.99,26.99,Clear,0,1.03,0,1.0037009622501851,0.1493500000000003
DaNang,NguHanhSon,1667617200,0,31.7,54,1017,29.99,29.99,29.99,Clear,0,0.0,0,1.0037009622501851,0.0
DaNang,LienChieu,1667617200,0,31.63,54,1017,29.95,29.95,29.95,Clear,0,0.0,0,1.0037009622501851,0.0
DaNang,HaiChau,1667642400,40,25.99,73,1015,25.99,25.99,25.99,Clouds,10,7.2,0,1.001727115716753,0.0
DaNang,LienChieu,1667642400,40,25.95,73,1015,25.95,25.95,25.95,Clouds,10,7.2,0,1.001727115716753,0.0
DaNang,HaiChau,1667653200,20,25.58,78,1017,24.99,24.99,24.99,Clouds,350,3.09,0,1.0037009622501851,0.17954030145165556
DaNang,ThanhKhe,1667667600,40,24.74,88,1017,23.99,23.99,23.99,Clouds,0,0.51,0,1.0037009622501851,0.03825
DaNang,HaiChau,1667667600,40,24.74,88,1017,23.99,23.99,23.99,Clouds,0,0.51,0,1.0037009622501851,0.03825
QuangNam,TP_HoiAn,1667671200,17,24.71,87,1016,23.98,23.98,23.98,Clouds,318,2.72,0,1.002714038983469,0.1475588365467915
QuangNam,TP_HoiAn,1667674800,38,24.71,87,1016,23.98,23.98,23.98,Clouds,321,2.72,0,1.002714038983469,0.15431010210689616
DaNang,SonTra,1667678400,40,24.61,83,1016,23.99,23.99,23.99,Clouds,290,1.54,0,1.002714038983469,0.03265608328473485
DaNang,HoaVang,1667682000,40,24.57,83,1016,23.95,23.95,23.95,Clouds,0,0.51,0,1.002714038983469,0.03162000000000005
QuangNam,TP_HoiAn,1667685600,42,24.71,87,1016,23.98,23.98,23.98,Clouds,315,2.8,0,1.002714038983469,0.14453262607453035
QuangNam,TP_TamKy,1667689200,56,22.42,92,1016,21.78,21.78,21.78,Clouds,305,1.89,0,1.002714038983469,0.06937980574102258
DaNang,LienChieu,1667700000,20,31.1,61,1017,28.95,28.95,28.95,Clouds,0,1.03,0,1.0037009622501851,0.22145000000000023
DaNang,HaiChau,1667700000,20,31.17,61,1017,28.99,28.99,28.99,Clouds,0,1.03,0,1.0037009622501851,0.22454000000000035
QuangNam,TP_TamKy,1667703600,79,26.2,78,1018,25.55,25.55,25.55,Clouds,348,3.1,0,1.004687885516901,0.1970967415478614
DaNang,HaiChau,1667714400,20,31.17,61,1015,28.99,28.99,28.99,Clouds,360,5.66,0,1.001727115716753,1.2338800000000019
QuangNam,TP_TamKy,1667718000,78,25.83,84,1014,25.07,25.07,25.07,Clouds,10,4.8,0,1.000740192450037,0.3592578682988525
QuangNam,TX_DienBan,1667718000,20,30.72,58,1014,28.99,28.99,28.99,Clouds,360,4.63,0,1.000740192450037,0.8009900000000002
DaNang,LienChieu,1667725200,40,28.69,69,1013,26.95,26.95,26.95,Clouds,10,8.75,0,0.999753269183321,1.4993698039610885
DaNang,HoaVang,1667728800,40,25.95,73,1014,25.95,25.95,25.95,Clouds,10,6.17,0,1.000740192450037,0.0
DaNang,SonTra,1667732400,75,25.99,73,1014,25.99,25.99,25.99,Clouds,10,6.17,0,1.000740192450037,0.0
QuangNam,TX_DienBan,1667732400,75,25.99,73,1014,25.99,25.99,25.99,Clouds,10,6.17,0,1.000740192450037,0.0
DaNang,ThanhKhe,1667736000,75,25.99,73,1015,25.99,25.99,25.99,Clouds,10,6.17,0,1.001727115716753,0.0
DaNang,SonTra,1667736000,75,25.99,73,1015,25.99,25.99,25.99,Clouds,10,6.17,0,1.001727115716753,0.0
QuangNam,TP_TamKy,1667736000,60,24.24,88,1016,23.53,23.53,23.53,Clouds,13,1.97,0,1.002714038983469,0.13628514096151031
QuangNam,TP_TamKy,1667739600,81,24.14,88,1016,23.44,23.44,23.44,Clouds,19,1.5,0,1.002714038983469,0.09927945043792816
QuangNam,TX_DienBan,1667743200,20,25.35,69,1016,24.99,24.99,24.99,Clouds,0,0.0,0,1.002714038983469,0.0
QuangNam,TP_HoiAn,1667750400,65,24.68,86,1016,23.98,23.98,23.98,Clouds,314,2.1,0,1.002714038983469,0.1021147804574724
DaNang,HaiChau,1667750400,20,24.48,78,1016,23.99,23.99,23.99,Clouds,260,0.51,0,1.002714038983469,0.004339467959896607
DaNang,HaiChau,1667757600,40,23.51,83,1015,22.99,22.99,22.99,Clouds,0,0.0,0,1.001727115716753,0.0
DaNang,HaiChau,1667761200,20,23.51,83,1015,22.99,22.99,22.99,Clouds,0,0.0,0,1.001727115716753,0.0
QuangNam,TP_TamKy,1667761200,18,22.58,92,1014,21.93,21.93,21.93,Clouds,296,1.65,0,1.000740192450037,0.04701530549312845
DaNang,LienChieu,1667775600,20,22.5,88,1014,21.95,21.95,21.95,Clouds,0,0.0,0,1.000740192450037,0.0
DaNang,HoaVang,1667782800,20,25.41,73,1016,24.95,24.95,24.95,Clouds,0,0.51,0,1.002714038983469,0.023460000000000043
DaNang,SonTra,1667790000,40,29.11,57,1017,27.99,27.99,27.99,Clouds,0,1.03,0,1.0037009622501851,0.1153600000000001
DaNang,ThanhKhe,1667797200,20,31.17,61,1015,28.99,28.99,28.99,Clouds,360,6.17,0,1.001727115716753,1.345060000000002
QuangNam,TP_HoiAn,1667797200,60,33.45,74,1015,28.98,28.98,28.98,Clouds,2,4.7,0,1.001727115716753,2.09962018848442
DaNang,HoaVang,1667808000,75,28.38,65,1013,26.95,26.95,26.95,Clouds,350,5.14,0,0.999753269183321,0.7238533946190329
DaNang,HoaVang,1667818800,20,25.3,69,1013,24.95,24.95,24.95,Clouds,300,0.51,0,0.999753269183321,0.008925000000000039
DaNang,CamLe,1667844000,20,24.35,73,1015,23.99,23.99,23.99,Clouds,0,0.51,0,1.001727115716753,0.01836000000000015
DaNang,LienChieu,1667851200,40,23.34,78,1014,22.95,22.95,22.95,Clouds,310,0.51,0,1.000740192450037,0.012785045556665283
QuangNam,TP_TamKy,1667854800,49,21.73,91,1014,21.18,21.18,21.18,Clouds,276,1.75,0,1.000740192450037,0.010060864589511612
DaNang,NguHanhSon,1667869200,40,24.48,78,1016,23.99,23.99,23.99,Clouds,220,1.03,0,1.002714038983469,0.03866226304421498
DaNang,NguHanhSon,1667872800,75,25.99,65,1017,25.99,25.99,25.99,Clouds,0,0.0,0,1.0037009622501851,0.0
QuangNam,TP_TamKy,1667872800,47,25.73,74,1017,25.22,25.22,25.22,Clouds,302,2.43,0,1.0037009622501851,0.06567289441642127
QuangNam,TP_HoiAn,1667880000,55,30.76,71,1016,27.98,27.98,27.98,Clouds,343,3.5,0,1.002714038983469,0.9304845275520341
QuangNam,TP_TamKy,1667883600,74,29.04,67,1015,27.27,27.27,27.27,Clouds,346,3.94,0,1.001727115716753,0.6766648335903542
DaNang,ThanhKhe,1667883600,75,30.16,54,1015,28.99,28.99,28.99,Clouds,360,2.57,0,1.001727115716753,0.30069000000000046
DaNang,NguHanhSon,1667890800,75,29.55,61,1013,27.99,27.99,27.99,Clouds,10,3.09,0,0.999753269183321,0.4747167292620055
DaNang,CamLe,1667901600,75,28.76,69,1013,26.99,26.99,26.99,Clouds,20,5.14,0,0.999753269183321,0.8549135525386052
DaNang,HaiChau,1667908800,75,25.99,78,1014,25.99,25.99,25.99,Clouds,350,3.09,0,1.000740192450037,0.0
QuangNam,TP_TamKy,1667916000,38,23.93,92,1016,23.16,23.16,23.16,Clouds,326,2.27,0,1.002714038983469,0.14490747730689563
DaNang,NguHanhSon,1667916000,40,25.58,78,1015,24.99,24.99,24.99,Clouds,0,0.51,0,1.001727115716753,0.030089999999999995
DaNang,HaiChau,1667916000,40,25.58,78,1015,24.99,24.99,24.99,Clouds,0,0.51,0,1.001727115716753,0.030089999999999995
QuangNam,TP_HoiAn,1667923200,42,25.81,87,1015,24.98,24.98,24.98,Clouds,300,2.83,0,1.001727115716753,0.11744499999999977
DaNang,NguHanhSon,1667930400,75,25.58,78,1014,24.99,24.99,24.99,Clouds,240,0.51,0,1.000740192450037,0.015045000000000008
QuangNam,TX_DienBan,1667930400,75,25.58,78,1014,24.99,24.99,24.99,Clouds,240,0.51,0,1.000740192450037,0.015045000000000008
DaNang,LienChieu,1667934000,75,25.54,78,1014,24.95,24.95,24.95,Clouds,0,0.51,0,1.000740192450037,0.030089999999999995
DaNang,LienChieu,1667937600,75,24.57,83,1013,23.95,23.95,23.95,Clouds,310,1.03,0,0.999753269183321,0.04104841675458246
QuangNam,TX_DienBan,1667944800,75,25.58,78,1013,24.99,24.99,24.99,Clouds,0,0.51,0,0.999753269183321,0.030089999999999995
DaNang,CamLe,1667952000,75,25.58,78,1014,24.99,24.99,24.99,Clouds,190,0.51,0,1.000740192450037,0.029632865288137335
DaNang,HoaVang,1667962800,75,31.74,65,1016,28.95,28.95,28.95,Clouds,0,0.51,0,1.002714038983469,0.14228999999999997
DaNang,SonTra,1667991600,75,29.18,74,1013,26.99,26.99,26.99,Clouds,10,4.12,0,0.999753269183321,0.8885723393878555
DaNang,LienChieu,1667995200,75,25.95,83,1014,25.95,25.95,25.95,Clouds,10,3.6,0,1.000740192450037,0.0
DaNang,HaiChau,1667998800,75,25.99,78,1015,25.99,25.99,25.99,Clouds,350,4.12,0,1.001727115716753,0.0
DaNang,HaiChau,1668006000,75,25.99,78,1015,25.99,25.99,25.99,Clouds,340,1.03,0,1.001727115716753,0.0
QuangNam,TP_TamKy,1668009600,65,24.07,94,1015,23.24,23.24,23.24,Clouds,286,1.67,0,1.001727115716753,0.03820609388979437
QuangNam,TX_DienBan,1668013200,40,25.71,83,1015,24.99,24.99,24.99,Clouds,0,0.0,0,1.001727115716753,0.0
DaNang,ThanhKhe,1668024000,75,24.74,88,1014,23.99,23.99,23.99,Clouds,230,0.51,0,1.000740192450037,0.024586626070510136
DaNang,NguHanhSon,1668024000,75,24.74,88,1014,23.99,23.99,23.99,Clouds,230,0.51,0,1.000740192450037,0.024586626070510136
QuangNam,TX_DienBan,1668034800,75,24.74,88,1014,23.99,23.99,23.99,Clouds,0,0.51,0,1.000740192450037,0.03825
DaNang,ThanhKhe,1668038400,75,24.9,94,1015,23.99,23.99,23.99,Mist,0,0.0,0,1.001727115716753,0.0
DaNang,ThanhKhe,1668060000,20,32.71,70,1014,28.99,28.99,28.99,Clouds,100,2.57,0,1.000740192450037,0.16601460377669214
DaNang,HaiChau,1668067200,40,31.77,78,1012,27.99,27.99,27.99,Clouds,100,2.57,0,0.998766345916605,0.16869225867631615
DaNang,HaiChau,1668070800,20,31.19,74,1012,27.99,27.99,27.99,Clouds,80,2.57,0,0.998766345916605,0.14280826131328367
DaNang,NguHanhSon,1668078000,20,29.53,78,1013,26.99,26.99,26.99,Clouds,70,2.57,0,0.999753269183321,0.22326390916013034
DaNang,HaiChau,1668088800,40,25.99,89,1014,25.99,25.99,25.99,Clouds,0,0.51,0,1.000740192450037,0.0
DaNang,NguHanhSon,1668096000,75,26.0,94,1014,24.99,24.99,24.99,Clouds,350,1.54,0,1.000740192450037,0.15317699790351907
DaNang,ThanhKhe,1668121200,75,24.9,94,1014,23.99,23.99,23.99,Clouds,310,1.03,0,1.000740192450037,0.06024848265591933
QuangNam,TP_HoiAn,1668121200,98,24.73,88,1014,23.98,23.98,23.98,Clouds,197,0.29,0,1.000740192450037,0.020799628442196023
DaNang,LienChieu,1668132000,75,25.8,88,1016,24.95,24.95,24.95,Clouds,10,2.06,0,1.002714038983469,0.1724398375524379
QuangNam,TP_HoiAn,1668135600,63,25.98,77,1016,25.98,25.98,25.98,Clouds,28,0.94,0,1.002714038983469,0.0
DaNang,LienChieu,1668135600,75,25.95,83,1016,25.95,25.95,25.95,Clouds,310,2.57,0,1.002714038983469,0.0
DaNang,HaiChau,1668135600,75,25.99,83,1016,25.99,25.99,25.99,Clouds,310,2.57,0,1.002714038983469,0.0
QuangNam,TX_DienBan,1668135600,75,25.99,83,1016,25.99,25.99,25.99,Clouds,310,2.57,0,1.002714038983469,0.0
DaNang,ThanhKhe,1668139200,40,33.47,74,1016,28.99,28.99,28.99,Clouds,330,1.54,0,1.002714038983469,0.5974882465789598
QuangNam,TP_HoiAn,1668142800,70,31.75,78,1014,27.98,27.98,27.98,Clouds,53,3.19,0,1.000740192450037,0.7237608012933479
DaNang,HoaVang,1668142800,40,31.68,78,1015,27.95,27.95,27.95,Clouds,140,1.54,0,1.001727115716753,0.44003124901640334
QuangNam,TP_TamKy,1668150000,100,29.82,75,1012,27.27,27.27,27.27,Clouds,40,3.39,0,0.998766345916605,0.6622071188542007
DaNang,LienChieu,1668150000,40,34.92,70,1013,29.95,29.95,29.95,Clouds,70,3.6,0,0.999753269183321,0.6119424404382869
DaNang,NguHanhSon,1668157200,20,31.19,74,1013,27.99,27.99,27.99,Clouds,100,2.57,0,0.999753269183321,0.14280826131328359
QuangNam,TX_DienBan,1668157200,20,31.19,74,1013,27.99,27.99,27.99,Clouds,100,2.57,0,0.999753269183321,0.14280826131328359
DaNang,CamLe,1668164400,20,29.53,78,1013,26.99,26.99,26.99,Clouds,70,2.06,0,0.999753269183321,0.17895861979372313
DaNang,HaiChau,1668168000,20,25.99,83,1014,25.99,25.99,25.99,Clouds,80,2.06,0,1.000740192450037,0.0
DaNang,HoaVang,1668171600,20,25.95,83,1014,25.95,25.95,25.95,Clouds,80,1.54,0,1.000740192450037,0.0
DaNang,HoaVang,1668175200,20,25.95,83,1015,25.95,25.95,25.95,Clouds,0,1.03,0,1.001727115716753,0.0
DaNang,SonTra,1668175200,20,25.99,83,1015,25.99,25.99,25.99,Clouds,0,1.03,0,1.001727115716753,0.0
QuangNam,TP_TamKy,1668182400,84,24.17,89,1014,23.45,23.45,23.45,Clouds,258,1.87,0,1.000740192450037,0.02799323005170327
QuangNam,TX_DienBan,1668186000,40,24.9,94,1014,23.99,23.99,23.99,Clouds,110,1.03,0,1.000740192450037,0.03205754803391493
DaNang,NguHanhSon,1668193200,40,24.74,88,1013,23.99,23.99,23.99,Clouds,0,0.0,0,0.999753269183321,0.0
DaNang,SonTra,1668204000,40,24.9,94,1013,23.99,23.99,23.99,Clouds,0,0.51,0,0.999753269183321,0.04641000000000001
QuangNam,TP_TamKy,1668222000,100,29.51,71,1014,27.32,27.32,27.32,Rain,311,2.08,1,1.000740192450037,0.29884800888575597
DaNang,NguHanhSon,1668225600,75,31.19,74,1014,27.99,27.99,27.99,Clouds,220,3.09,0,1.000740192450037,0.7574647453560461
QuangNam,TP_HoiAn,1668229200,100,31.17,74,1012,27.98,27.98,27.98,Rain,11,2.03,1,0.998766345916605,0.635672315185204
DaNang,CamLe,1668232800,75,31.19,74,1012,27.99,27.99,27.99,Rain,80,3.09,1,0.998766345916605,0.1717033180770609
DaNang,HaiChau,1668232800,75,31.19,74,1012,27.99,27.99,27.99,Rain,80,3.09,1,0.998766345916605,0.1717033180770609
DaNang,ThanhKhe,1668232800,75,31.19,74,1012,27.99,27.99,27.99,Rain,80,3.09,1,0.998766345916605,0.1717033180770609
QuangNam,TX_DienBan,1668232800,75,31.19,74,1012,27.99,27.99,27.99,Rain,80,3.09,1,0.998766345916605,0.1717033180770609
QuangNam,TP_HoiAn,1668232800,100,31.6,77,1012,27.98,27.98,27.98,Rain,14,2.07,1,0.998766345916605,0.7270813995276554
DaNang,SonTra,1668232800,75,31.19,74,1012,27.99,27.99,27.99,Rain,80,3.09,1,0.998766345916605,0.1717033180770609
DaNang,NguHanhSon,1668232800,75,31.19,74,1012,27.99,27.99,27.99,Rain,80,3.09,1,0.998766345916605,0.1717033180770609
DaNang,HoaVang,1668236400,75,31.11,74,1011,27.95,27.95,27.95,Rain,50,3.09,1,0.997779422649889,0.6276435336023245
DaNang,LienChieu,1668236400,75,31.11,74,1011,27.95,27.95,27.95,Rain,50,3.09,1,0.997779422649889,0.6276435336023245
QuangNam,TX_DienBan,1668240000,75,31.19,74,1011,27.99,27.99,27.99,Clouds,80,4.12,0,0.997779422649889,0.22893775743608127
DaNang,HoaVang,1668243600,75,31.11,74,1011,27.95,27.95,27.95,Clouds,60,3.09,0,0.997779422649889,0.4882200000000001
DaNang,ThanhKhe,1668247200,100,26.31,84,1011,25.51,25.51,25.51,Clouds,26,2.97,0,0.997779422649889,0.21355346540068135
QuangNam,TP_TamKy,1668247200,100,25.99,87,1011,25.15,25.15,25.15,Clouds,11,1.92,0,0.997779422649889,0.1583168321464392
DaNang,CamLe,1668247200,100,26.31,84,1011,25.51,25.51,25.51,Clouds,26,2.97,0,0.997779422649889,0.21355346540068135
QuangNam,TP_HoiAn,1668250800,100,25.98,87,1012,25.98,25.98,25.98,Clouds,13,2.61,0,0.998766345916605,0.0
DaNang,HoaVang,1668250800,75,25.95,83,1012,25.95,25.95,25.95,Clouds,50,1.54,0,0.998766345916605,0.0
DaNang,CamLe,1668265200,75,25.84,88,1014,24.99,24.99,24.99,Clouds,260,1.54,0,1.000740192450037,0.022730546456601216
DaNang,LienChieu,1668268800,75,25.96,94,1014,24.95,24.95,24.95,Clouds,210,0.51,0,1.000740192450037,0.0446089685489365
QuangNam,TP_TamKy,1668268800,47,24.39,91,1014,23.6,23.6,23.6,Clouds,265,2.1,0,1.000740192450037,0.014459137721836487
